"user_id","country_code","region","marketing_channel","signup_method"
"199b407a","KR","APAC","Direct","Desktop"
"1f8399ef","PL","EMEA","Direct","Mobile"
"262ba053","AU","APAC","Direct","Desktop"
"3afedace","US","NA","Direct","Desktop"
"650332ec","AE","EMEA","Email","Mobile"
"6f0f249f","FR","EMEA","Direct","Mobile"
"a26dc29d","AU","APAC","Email","Mobile"
"b1089ea4","ES","EMEA","Direct","Mobile"
"b868a57a","GB","EMEA","Direct","Desktop"
"b868a57a","GB","EMEA","Direct","Desktop"
"bdff347a","GB","EMEA","Direct","Desktop"
"bdff347a","GB","EMEA","Direct","Desktop"
"c4447b91","GB","EMEA","Social Media","Tablet"
"d51cecb3","GB","EMEA","Direct","Desktop"
"ded6e7fe","JP","APAC","Direct","Desktop"
"ec141385","US","NA","Affiliate","Unknown"
"fa4ce512","GB","EMEA","Social Media","Tablet"
"ffdc07e0","ES","EMEA","Direct","Desktop"
"6738425b","GB","EMEA","Direct","Desktop"
"7b36fc29","US","NA","Direct","Desktop"
"7b36fc29","US","NA","Direct","Desktop"
"a9cb12e9","GB","EMEA","Direct","Desktop"
"a9cb12e9","GB","EMEA","Direct","Desktop"
"c1eaf1d7","US","NA","Direct","Desktop"
"10d3f72a","US","NA","Direct","Mobile"
"294c29ff","US","NA","Email","Mobile"
"6b1f2599","US","NA","Direct","Desktop"
"799a44ee","SA","EMEA","Direct","Desktop"
"a843f5c4","US","NA","Direct","Desktop"
"bd48261c","GB","EMEA","Direct","Desktop"
"e02e9190","US","NA","Affiliate","Unknown"
"e72f9069","CH","EMEA","Direct","Desktop"
"ec048733","US","NA","Direct","Desktop"
"f77f8496","US","NA","Direct","Desktop"
"f77f8496","US","NA","Direct","Desktop"
"5b6ed2ba","CH","EMEA","Direct","Desktop"
"8418b13e","GB","EMEA","Direct","Desktop"
"4c84c9f1","FR","EMEA","Direct","Desktop"
"4f7b9d28","DE","EMEA","Direct","Desktop"
"53f3c023","JP","APAC","Direct","Desktop"
"5f75ab39","HU","EMEA","Direct","Desktop"
"5f75ab39","HU","EMEA","Direct","Desktop"
"7b385f1a","DE","EMEA","Direct","Desktop"
"96ccf793","US","NA","Direct","Desktop"
"b10c3d28","IT","EMEA","Direct","Desktop"
"b10c3d28","IT","EMEA","Direct","Desktop"
"c6479be8","US","NA","Direct","Mobile"
"dd48f827","PT","EMEA","Direct","Desktop"
"9b128d11","US","NA","Direct","Mobile"
"9b128d11","US","NA","Direct","Mobile"
"23002a5a","US","NA","Direct","Desktop"
"44b20911","ZA","EMEA","Email","Mobile"
"4a852926","US","NA","Direct","Desktop"
"6a863567","US","NA","Direct","Mobile"
"7f6149d2","US","NA","Direct","Desktop"
"82cf5494","US","NA","Direct","Desktop"
"8d910e60","IT","EMEA","Direct","Desktop"
"8e936092","DE","EMEA","Direct","Desktop"
"98fc5757","US","NA","Direct","Desktop"
"9a042869","NL","EMEA","Direct","Desktop"
"9a042869","NL","EMEA","Direct","Desktop"
"c962d988","ES","EMEA","Direct","Desktop"
"e74ce68f","US","NA","Direct","Desktop"
"f0086fca","US","NA","Direct","Desktop"
"f0086fca","US","NA","Direct","Desktop"
"ff3f3534","US","NA","Social Media","Tablet"
"16cbd721","CH","EMEA","Direct","Mobile"
"4ad61836","MX","LATAM","Direct","Mobile"
"5e961764","GB","EMEA","Direct","Desktop"
"a99098f1","IN","APAC","Direct","Desktop"
"05be8ebf","US","NA","Direct","Desktop"
"1a9079e2","US","NA","Direct","Mobile"
"4581bad9","BR","LATAM","Email","Mobile"
"a20812ac","GB","EMEA","Direct","Mobile"
"a41a5b5b","US","NA","Direct","Mobile"
"c5c1cc48","US","NA","Direct","Mobile"
"db660a78","US","NA","Direct","Desktop"
"4e85eaa5","US","NA","Direct","Desktop"
"c6dd74d6","US","NA","Direct","Mobile"
"09bc6b88","US","NA","Direct","Desktop"
"1df1d288","US","NA","Direct","Desktop"
"1df1d288","US","NA","Direct","Desktop"
"23ca3ab3","AU","APAC","Email","Mobile"
"24f5130e","US","NA","Direct","Desktop"
"559baa9c","US","NA","Direct","Desktop"
"75d126bc","CR","LATAM","Direct","Desktop"
"75d126bc","CR","LATAM","Direct","Desktop"
"8fe0ae78","US","NA","Direct","Desktop"
"8fe0ae78","US","NA","Direct","Desktop"
"91688edc","JP","APAC","Direct","Desktop"
"aac4907a","CA","NA","Direct","Desktop"
"b186a118","GB","EMEA","Direct","Desktop"
"b8db7541","GB","EMEA","Direct","Desktop"
"c12712bf","US","NA","Direct","Desktop"
"c9dc7c13","KR","APAC","Direct","Desktop"
"e7aa5c36","CH","EMEA","Direct","Mobile"
"ee25605a","US","NA","Affiliate","Unknown"
"fd27002b","US","NA","Direct","Desktop"
"fee86871","GB","EMEA","Direct","Desktop"
"60ef8555","US","NA","Email","Mobile"
"ae93ec24","US","NA","Direct","Mobile"
"ae93ec24","US","NA","Direct","Mobile"
"c5a96a93","US","NA","Direct","Desktop"
"cd45685f","ES","EMEA","Direct","Desktop"
"3.33E+05","GB","EMEA","Direct","Desktop"
"1706d236","AU","APAC","Direct","Desktop"
"1e5d0df5","US","NA","Direct","Desktop"
"3897aa30","GB","EMEA","Direct","Desktop"
"3a8bed4a","DE","EMEA","Direct","Desktop"
"3a8bed4a","DE","EMEA","Direct","Desktop"
"546eb571","US","NA","Email","Mobile"
"5484f9ca","US","NA","Direct","Mobile"
"63c18d15","AU","APAC","Direct","Desktop"
"669d7964","US","NA","Direct","Mobile"
"68cc9d2c","US","NA","Direct","Desktop"
"7e9e0253","AU","APAC","Direct","Mobile"
"95bd16bf","CA","NA","Direct","Desktop"
"a63578fe","US","NA","Direct","Desktop"
"b5459f66","FI","EMEA","Direct","Mobile"
"c0491883","NZ","APAC","Direct","Desktop"
"d2c3ae2a","US","NA","Email","Mobile"
"e039202a","GB","EMEA","Affiliate","Unknown"
"e85000b1","MK","EMEA","Affiliate","Unknown"
"91103395","DE","EMEA","Direct","Desktop"
"97916708","DE","EMEA","Direct","Desktop"
"142afa96","US","NA","Direct","Desktop"
"3399387f","CA","NA","Direct","Desktop"
"416b3efc","US","NA","Direct","Desktop"
"43826ead","US","NA","Direct","Mobile"
"43826ead","US","NA","Direct","Mobile"
"4f5aadca","GB","EMEA","Direct","Desktop"
"56bd461b","ES","EMEA","Direct","Desktop"
"630bf303","US","NA","Direct","Desktop"
"6a7b8227","MY","APAC","Direct","Desktop"
"6b795b26","US","NA","Direct","Desktop"
"7400a7f9","US","NA","Direct","Desktop"
"960d7810","US","NA","Direct","Desktop"
"9c037e67","GB","EMEA","Direct","Desktop"
"9c037e67","GB","EMEA","Direct","Desktop"
"a065ea26","AU","APAC","Direct","Desktop"
"f2203089","UA","EMEA","Direct","Desktop"
"36592977","US","NA","Affiliate","Unknown"
"2c20fe6e","IL","EMEA","Direct","Desktop"
"c67ffff7","CA","NA","Direct","Desktop"
"11f526c0","US","NA","Email","Mobile"
"1389cb85","US","NA","Email","Mobile"
"1389cb85","US","NA","Email","Mobile"
"1db1914c","AU","APAC","Direct","Desktop"
"31b76940","US","NA","Direct","Desktop"
"71ca3faa","JP","APAC","Direct","Desktop"
"815d9c98","NL","EMEA","Direct","Desktop"
"c562615c","US","NA","Direct","Desktop"
"c562615c","US","NA","Direct","Desktop"
"ca0eed89","FR","EMEA","Email","Mobile"
"d11a480d","US","NA","Email","Mobile"
"34acee92","FR","EMEA","Direct","Desktop"
"b9f6a3ad","US","NA","Direct","Desktop"
"dbd9809d","US","NA","Direct","Mobile"
"05ae3208","DE","EMEA","Direct","Desktop"
"05ae3208","DE","EMEA","Direct","Desktop"
"3b67f5a6","US","NA","Direct","Desktop"
"74c34d8e","US","NA","Direct","Desktop"
"9850812c","US","NA","Email","Mobile"
"f8bea802","BE","EMEA","Social Media","Tablet"
"471e39ec","US","NA","Direct","Mobile"
"01017be3","US","NA","Direct","Desktop"
"0914a7a4","US","NA","Email","Mobile"
"2be35f69","FR","EMEA","Direct","Desktop"
"2f795097","US","NA","Direct","Desktop"
"316db86b","NL","EMEA","Direct","Desktop"
"316db86b","NL","EMEA","Direct","Desktop"
"48acc73c","US","NA","Email","Mobile"
"49948a97","MX","LATAM","Direct","Desktop"
"5a4f5870","US","NA","Email","Mobile"
"6a2bfc07","AU","APAC","Direct","Desktop"
"7409bb53","ES","EMEA","Affiliate","Unknown"
"8dab3209","AU","APAC","Direct","Desktop"
"9220a7c3","CA","NA","Email","Mobile"
"9c54ab14","US","NA","Direct","Mobile"
"abd9ad34","BR","LATAM","Direct","Mobile"
"b0979834","CA","NA","Direct","Desktop"
"dba16841","US","NA","Email","Mobile"
"e238b326","US","NA","Direct","Desktop"
"ed9d72bf","US","NA","Direct","Desktop"
"ed9d72bf","US","NA","Direct","Desktop"
"f596e991","FR","EMEA","Direct","Desktop"
"4a51e6db","US","NA","Direct","Desktop"
"7f353d6d","US","NA","Direct","Mobile"
"a57c931e","US","NA","Direct","Desktop"
"acdc7b7a","US","NA","Direct","Desktop"
"b16c8f8f","US","NA","Direct","Desktop"
"b5598180","US","NA","Direct","Desktop"
"b7f50e67","US","NA","Email","Mobile"
"c1a1f6cc","US","NA","Affiliate","Unknown"
"c1a1f6cc","US","NA","Affiliate","Unknown"
"17468481","US","NA","Direct","Mobile"
"2b8da769","US","NA","Direct","Mobile"
"37d9e084","US","NA","Direct","Desktop"
"3a54edb5","MX","LATAM","Direct","Desktop"
"3e2cad13","CA","NA","Direct","Desktop"
"4c45b77a","NL","EMEA","Direct","Desktop"
"4dc24356","US","NA","Direct","Desktop"
"5b92cddb","US","NA","Direct","Desktop"
"5ba4bbde","US","NA","Direct","Desktop"
"5d9e539b","US","NA","Email","Mobile"
"7245bf67","MO","APAC","Direct","Desktop"
"798a711b","CA","NA","Direct","Desktop"
"82f6c440","JP","APAC","Direct","Desktop"
"acb69eab","TH","APAC","Direct","Desktop"
"b88c9971","FR","EMEA","Affiliate","Unknown"
"d07f3d7f","US","NA","Direct","Desktop"
"ef66c4ee","US","NA","Direct","Desktop"
"f76669c8","US","NA","Direct","Desktop"
"0e587294","US","NA","Direct","Desktop"
"36c55b2b","US","NA","Direct","Desktop"
"9c9c7b24","US","NA","Direct","Desktop"
"85827279","JP","APAC","Direct","Desktop"
"85827279","JP","APAC","Direct","Desktop"
"02fb8c48","DE","EMEA","Direct","Desktop"
"0a91b51a","AT","EMEA","Direct","Desktop"
"1c2afdf4","US","NA","Direct","Desktop"
"3244fc36","US","NA","Direct","Desktop"
"3948951f","IL","EMEA","Direct","Desktop"
"434dad4c","US","NA","Direct","Desktop"
"49a97abe","VE","LATAM","Direct","Desktop"
"4c292db9","JP","APAC","Direct","Desktop"
"5d8ac2d6","US","NA","Direct","Desktop"
"5e939d20","AU","APAC","Direct","Desktop"
"65092c76","US","NA","Direct","Desktop"
"8506bbcd","US","NA","Direct","Desktop"
"8e2c48d2","JP","APAC","Direct","Mobile"
"9610ffc0","DE","EMEA","Direct","Desktop"
"ae34190e","US","NA","Direct","Desktop"
"cf2bf25c","IT","EMEA","Direct","Desktop"
"f2a3d122","US","NA","Direct","Desktop"
"f40bc684","BR","LATAM","Direct","Desktop"
"6.24E+07","US","NA","Direct","Desktop"
"2a46dfbc","CA","NA","Direct","Desktop"
"5a1c9d79","FR","EMEA","Direct","Desktop"
"5a1c9d79","FR","EMEA","Direct","Desktop"
"8b7b3ef7","US","NA","Direct","Desktop"
"3ef316f2","US","NA","Direct","Desktop"
"41aa5e46","BR","LATAM","Email","Mobile"
"65383cf4","AU","APAC","Direct","Desktop"
"6cb1db66","US","NA","Email","Mobile"
"6f587ffe","US","NA","Direct","Desktop"
"c292a8e5","MX","LATAM","Direct","Desktop"
"fb9bcf87","US","NA","Direct","Desktop"
"fb9bcf87","US","NA","Direct","Desktop"
"cd500b3e","US","NA","Direct","Desktop"
"41277208","AU","APAC","Direct","Desktop"
"27e78232","FR","EMEA","Direct","Desktop"
"4c866460","CA","NA","Direct","Desktop"
"691626da","US","NA","Email","Mobile"
"753b1d93","DK","EMEA","Direct","Desktop"
"7a732c2d","CO","LATAM","Email","Mobile"
"87ee5a3e","GB","EMEA","Direct","Desktop"
"9f3ed4ad","ZA","EMEA","Direct","Desktop"
"a522617a","US","NA","Direct","Desktop"
"bdb8207d","GB","EMEA","Direct","Mobile"
"bf5e9891","DE","EMEA","Direct","Mobile"
"cdf8a2f4","BR","LATAM","Direct","Desktop"
"ea658157","US","NA","Direct","Mobile"
"eab358d0","US","NA","Direct","Desktop"
"8867750","US","NA","Direct","Desktop"
"fadc38a7","DE","EMEA","Direct","Desktop"
"fe37b11b","US","NA","Direct","Desktop"
"0dae0a37","US","NA","Direct","Desktop"
"0dae0a37","US","NA","Direct","Desktop"
"12ac0f01","CA","NA","Direct","Desktop"
"2995c8e5","US","NA","Direct","Desktop"
"351cf0d7","US","NA","Direct","Desktop"
"41b7b0eb","US","NA","Email","Mobile"
"43fe8df6","US","NA","Direct","Desktop"
"4a336bd4","US","NA","Direct","Desktop"
"4d7a05cc","PL","EMEA","Direct","Desktop"
"5b05d042","GB","EMEA","Direct","Desktop"
"63d3ae43","CA","NA","Direct","Desktop"
"698aa8f0","SE","EMEA","Direct","Desktop"
"8964f67d","IE","EMEA","Direct","Desktop"
"b0eeccc8","GB","EMEA","Direct","Desktop"
"bf750e9b","FR","EMEA","Direct","Desktop"
"cff64bee","GB","EMEA","Email","Mobile"
"ee0df7de","AR","LATAM","Direct","Desktop"
"f0cd67f7","SE","EMEA","Direct","Desktop"
"f40758b6","AU","APAC","Direct","Mobile"
"95558d43","US","NA","Direct","Mobile"
"127815d5","IN","APAC","Direct","Desktop"
"4fa3334a","US","NA","Direct","Desktop"
"4fa3334a","US","NA","Direct","Desktop"
"726c6046","SE","EMEA","Direct","Desktop"
"726c6046","SE","EMEA","Direct","Desktop"
"812d0543","US","NA","Direct","Desktop"
"aa0f7d05","US","NA","Direct","Mobile"
"b5d8eb1a","US","NA","Direct","Mobile"
"e127b6aa","US","NA","Direct","Desktop"
"e3b87d3b","US","NA","Direct","Desktop"
"e74385ed","US","NA","Affiliate","Unknown"
"4afe2795","NL","EMEA","Direct","Desktop"
"a9068e50","US","NA","Direct","Desktop"
"ea9c8115","GB","EMEA","Direct","Mobile"
"04686fab","US","NA","Direct","Desktop"
"0f4fd95f","US","NA","Direct","Desktop"
"1ec089a9","CO","LATAM","Direct","Desktop"
"312024ed","FR","EMEA","Affiliate","Unknown"
"37faa060","US","NA","Direct","Desktop"
"450bf456","US","NA","Direct","Desktop"
"51677fbd","MX","LATAM","Direct","Mobile"
"542952a5","US","NA","Direct","Desktop"
"97ad8afe","US","NA","Email","Mobile"
"b2141841","US","NA","Direct","Desktop"
"c891a469","US","NA","Direct","Desktop"
"d88e1acf","US","NA","Email","Mobile"
"ead28d1d","AU","APAC","Email","Mobile"
"fe7106ff","US","NA","Direct","Desktop"
"030cf150","US","NA","Affiliate","Unknown"
"2d866ecc","US","NA","Email","Mobile"
"482616c9","DE","EMEA","Direct","Desktop"
"df76a7d3","US","NA","Direct","Mobile"
"239e4a9d","CA","NA","Email","Mobile"
"5d110855","DE","EMEA","Direct","Desktop"
"6177346d","CO","LATAM","Direct","Desktop"
"b058a33c","BR","LATAM","Direct","Desktop"
"c00d1f27","US","NA","Social Media","Tablet"
"c00d1f27","US","NA","Social Media","Tablet"
"c826047a","AU","APAC","Direct","Mobile"
"c826047a","AU","APAC","Direct","Mobile"
"ccb5019c","GB","EMEA","Direct","Desktop"
"d3db7a0c","JP","APAC","Direct","Mobile"
"0bcad2d9","IT","EMEA","Direct","Desktop"
"1b0da0d9","AR","LATAM","Direct","Desktop"
"63a16fd5","US","NA","Affiliate","Unknown"
"668d4086","CA","NA","Direct","Desktop"
"0efcfa5e","US","NA","Direct","Desktop"
"28851d6c","US","NA","Direct","Desktop"
"3b635b38","US","NA","Direct","Desktop"
"647cd090","DE","EMEA","Affiliate","Unknown"
"88741bad","US","NA","Direct","Mobile"
"9fc21d89","US","NA","Direct","Desktop"
"a9c028c4","US","NA","Direct","Desktop"
"b2b2ad9c","RU","APAC","Direct","Desktop"
"b48576b4","CA","NA","Direct","Desktop"
"b8673a7c","US","NA","Direct","Desktop"
"b8673a7c","US","NA","Direct","Desktop"
"c569febb","US","NA","Direct","Desktop"
"cefb5a68","FR","EMEA","Email","Mobile"
"dc25ec9f","US","NA","Direct","Desktop"
"885714a4","BR","LATAM","Direct","Mobile"
"00545a8a","US","NA","Affiliate","Unknown"
"17f24e96","US","NA","Affiliate","Unknown"
"1b026b48","GB","EMEA","Direct","Desktop"
"337c1efb","GB","EMEA","Direct","Desktop"
"477da0d2","NL","EMEA","Direct","Desktop"
"4a292e88","US","NA","Direct","Desktop"
"4eed2dac","CA","NA","Direct","Desktop"
"640eee8e","NZ","APAC","Direct","Desktop"
"69fc99e7","IN","APAC","Direct","Desktop"
"70b9529c","US","NA","Direct","Desktop"
"76c7f1bb","US","NA","Direct","Mobile"
"91845e7f","US","NA","Direct","Desktop"
"a134536d","US","NA","Direct","Desktop"
"b5cc0a1e","US","NA","Direct","Desktop"
"b5cc0a1e","US","NA","Direct","Desktop"
"b9228043","US","NA","Direct","Mobile"
"c31cac00","US","NA","Direct","Desktop"
"e487830c","AT","EMEA","Direct","Desktop"
"37505de8","GB","EMEA","Direct","Desktop"
"8b967611","GB","EMEA","Direct","Desktop"
"68799600","TW","APAC","Direct","Desktop"
"05a46778","CA","NA","Direct","Desktop"
"16be48cf","JP","APAC","Direct","Desktop"
"2d49ef27","ES","EMEA","Affiliate","Unknown"
"3f25195d","US","NA","Affiliate","Unknown"
"4f1dda90","CH","EMEA","Direct","Desktop"
"6c40a300","GB","EMEA","Social Media","Tablet"
"73729e7a","RU","APAC","Email","Mobile"
"81853c81","DE","EMEA","Direct","Desktop"
"98a11e5d","US","NA","Affiliate","Unknown"
"a6233671","NL","EMEA","Direct","Mobile"
"bdc4f2b1","GB","EMEA","Direct","Desktop"
"c8724c62","US","NA","Affiliate","Unknown"
"f24d989c","US","NA","Direct","Desktop"
"32470960","US","NA","Direct","Desktop"
"088e75cd","IN","APAC","Direct","Desktop"
"0ab07553","US","NA","Email","Mobile"
"34d64ec5","US","NA","Email","Mobile"
"3fe8500c","US","NA","Direct","Desktop"
"54cd692c","US","NA","Direct","Mobile"
"6009625b","US","NA","Direct","Desktop"
"7d0d53b8","US","NA","Direct","Desktop"
"c4257b3f","GB","EMEA","Direct","Desktop"
"053b135f","GB","EMEA","Direct","Desktop"
"1f19b452","AU","APAC","Direct","Desktop"
"47f9aa66","HK","APAC","Direct","Desktop"
"62c9e6eb","RU","APAC","Direct","Desktop"
"6fcb9044","MX","LATAM","Direct","Desktop"
"8a323842","US","NA","Direct","Mobile"
"93b3f87c","CO","LATAM","Direct","Desktop"
"dbbb9345","US","NA","Direct","Desktop"
"dbbb9345","US","NA","Direct","Desktop"
"e99e9d04","FR","EMEA","Direct","Desktop"
"e7aa5c36","CH","EMEA","Direct","Desktop"
"ec093a04","PL","EMEA","Direct","Desktop"
"08b16a04","ES","EMEA","Direct","Desktop"
"1331b043","US","NA","Social Media","Tablet"
"4346cbc7","US","NA","Direct","Mobile"
"6f06d43f","CA","NA","Direct","Desktop"
"77e13731","CA","NA","Direct","Desktop"
"92248fa1","DE","EMEA","Direct","Desktop"
"949eee79","US","NA","Direct","Desktop"
"a94e5bb4","CA","NA","Direct","Desktop"
"a94e5bb4","CA","NA","Direct","Desktop"
"afb3d495","US","NA","Direct","Desktop"
"c00bb2d8","US","NA","Direct","Desktop"
"d315aaab","IN","APAC","Direct","Desktop"
"df1b049e","AU","APAC","Email","Mobile"
"27687447","GB","EMEA","Direct","Desktop"
"196e6ee9","US","NA","Direct","Desktop"
"d51dcf41","US","NA","Direct","Desktop"
"e9629864","DE","EMEA","Email","Mobile"
"4699015","US","NA","Direct","Mobile"
"31230562","US","NA","Email","Mobile"
"1c932e15","US","NA","Direct","Desktop"
"1c932e15","US","NA","Direct","Desktop"
"47bbff5e","GB","EMEA","Direct","Desktop"
"47bbff5e","GB","EMEA","Direct","Desktop"
"718280ba","US","NA","Direct","Desktop"
"a55e9ecf","US","NA","Affiliate","Unknown"
"cc9539c2","PL","EMEA","Direct","Desktop"
"b988781f","CL","LATAM","Social Media","Tablet"
"ea1aff78","CA","NA","Direct","Mobile"
"023c2b63","MX","LATAM","Direct","Desktop"
"0655ac8c","US","NA","Direct","Mobile"
"39a96ace","GB","EMEA","Email","Mobile"
"3ad1bdc8","US","NA","Direct","Desktop"
"59932a88","GB","EMEA","Direct","Desktop"
"83d2f831","CA","NA","Direct","Desktop"
"a067dd5d","US","NA","Direct","Desktop"
"bf698f27","JP","APAC","Direct","Mobile"
"cccc00dd","US","NA","Direct","Desktop"
"f1ac6a73","CA","NA","Direct","Desktop"
"057cea57","US","NA","Direct","Mobile"
"c88d741b","US","NA","Direct","Desktop"
"dc250472","US","NA","Direct","Desktop"
"37887679","BR","LATAM","Direct","Mobile"
"37887679","BR","LATAM","Direct","Mobile"
"00745a9d","US","NA","Direct","Desktop"
"0e6953e8","IE","EMEA","Direct","Desktop"
"215a1d9f","US","NA","Email","Mobile"
"361721c1","GB","EMEA","Direct","Mobile"
"38c5774d","US","NA","Direct","Mobile"
"457cf174","US","NA","Email","Mobile"
"457cf174","US","NA","Email","Mobile"
"78bd2120","US","NA","Affiliate","Unknown"
"86b127c5","US","NA","Email","Mobile"
"a47e44ab","US","NA","Direct","Desktop"
"ad18cc9c","US","NA","Direct","Desktop"
"c6f18a3d","US","NA","Affiliate","Unknown"
"d10450ea","CA","NA","Direct","Desktop"
"dc8e6514","US","NA","Email","Mobile"
"e17dd1b7","GB","EMEA","Direct","Desktop"
"e17dd1b7","GB","EMEA","Direct","Desktop"
"ee4c7efe","US","NA","Direct","Mobile"
"f3a18132","AU","APAC","Direct","Desktop"
"f3a18132","AU","APAC","Direct","Desktop"
"c455ed2d","NL","EMEA","Direct","Mobile"
"77015172","US","NA","Direct","Desktop"
"83066075","US","NA","Direct","Desktop"
"007ee1ec","US","NA","Direct","Desktop"
"169190cc","US","NA","Direct","Mobile"
"275c22de","US","NA","Direct","Mobile"
"2b99804c","FR","EMEA","Direct","Desktop"
"330f10dd","US","NA","Direct","Desktop"
"5bdbb45a","CA","NA","Direct","Desktop"
"5bdbb45a","CA","NA","Direct","Desktop"
"67e69f85","US","NA","Direct","Desktop"
"67e69f85","US","NA","Direct","Desktop"
"7d8995dd","US","NA","Direct","Desktop"
"802fe893","US","NA","Direct","Desktop"
"8b30725e","US","NA","Direct","Desktop"
"966f207c","BR","LATAM","Direct","Desktop"
"a20db475","AU","APAC","Direct","Desktop"
"c0e26316","US","NA","Direct","Desktop"
"c539e72c","US","NA","Email","Mobile"
"e5d17be9","DE","EMEA","Direct","Desktop"
"f700bb92","CA","NA","Email","Mobile"
"d7666f93","CA","NA","Affiliate","Unknown"
"15f74f52","US","NA","Direct","Mobile"
"1f1c9e1a","US","NA","Email","Mobile"
"2459465c","FR","EMEA","Affiliate","Unknown"
"24fad499","BR","LATAM","Direct","Desktop"
"3082a0ae","NL","EMEA","Direct","Desktop"
"3729b03f","US","NA","Direct","Desktop"
"53775fb7","CL","LATAM","Direct","Desktop"
"78e06850","US","NA","Direct","Desktop"
"85ed71d6","US","NA","Direct","Desktop"
"e4ed3cff","DE","EMEA","Direct","Desktop"
"e4ed3cff","DE","EMEA","Direct","Desktop"
"ec453ff5","US","NA","Direct","Desktop"
"fa369a79","US","NA","Social Media","Tablet"
"8f575732","US","NA","Direct","Desktop"
"05dee21f","US","NA","Direct","Desktop"
"432d3003","US","NA","Direct","Desktop"
"5a2b4f77","RU","APAC","Direct","Desktop"
"5a2b4f77","RU","APAC","Direct","Desktop"
"9b0a2353","GB","EMEA","Direct","Desktop"
"9e46f3e7","US","NA","Direct","Mobile"
"b9853798","AU","APAC","Email","Mobile"
"c4819789","FR","EMEA","Direct","Desktop"
"d1d4e5a2","US","NA","Direct","Desktop"
"d1d4e5a2","US","NA","Direct","Desktop"
"d947a9e6","US","NA","Direct","Mobile"
"e89cd5d1","PT","EMEA","Direct","Mobile"
"f047e742","SE","EMEA","Affiliate","Unknown"
"139c1aa9","US","NA","Direct","Desktop"
"8c076276","US","NA","Direct","Desktop"
"f6e586a8","US","NA","Direct","Desktop"
"2912330a","US","NA","Direct","Desktop"
"2c189e02","PT","EMEA","Direct","Desktop"
"3f5c1e38","AU","APAC","Direct","Desktop"
"3f5c1e38","AU","APAC","Direct","Desktop"
"4a285ebf","US","NA","Direct","Desktop"
"570de65e","US","NA","Direct","Desktop"
"81ba904e","NL","EMEA","Direct","Desktop"
"8ff10620","US","NA","Direct","Desktop"
"8ff10620","US","NA","Direct","Desktop"
"9d3802e9","RU","APAC","Direct","Desktop"
"bb813153","US","NA","Direct","Desktop"
"cd4a1867","US","NA","Direct","Desktop"
"9f8ee98a","US","NA","Direct","Desktop"
"ef014e03","US","NA","Direct","Mobile"
"f28aa4ea","US","NA","Direct","Desktop"
"2.26E+54","US","NA","Direct","Desktop"
"1d280d30","US","NA","Direct","Desktop"
"29ae675b","ES","EMEA","Direct","Desktop"
"4eb24f70","US","NA","Direct","Desktop"
"5aee6c6b","US","NA","Direct","Desktop"
"c9e0db6f","US","NA","Direct","Desktop"
"d27457fa","UA","EMEA","Email","Mobile"
"d27457fa","UA","EMEA","Email","Mobile"
"e6eb5ece","RU","APAC","Direct","Desktop"
"1d1cf95e","SE","EMEA","Direct","Desktop"
"8a41d71e","IT","EMEA","Direct","Desktop"
"a88f8b77","US","NA","Affiliate","Unknown"
"7.96E+08","AU","APAC","Direct","Desktop"
"043fef15","MX","LATAM","Direct","Desktop"
"08b1d2b5","BR","LATAM","Email","Mobile"
"0949d434","US","NA","Direct","Desktop"
"15f2a5a6","US","NA","Email","Mobile"
"1caa7090","US","NA","Email","Mobile"
"247f5671","ES","EMEA","Direct","Desktop"
"27421d33","GB","EMEA","Direct","Mobile"
"32e5372d","KR","APAC","Direct","Desktop"
"67f55fac","ES","EMEA","Direct","Mobile"
"6d2262af","US","NA","Direct","Desktop"
"8c92d4be","NL","EMEA","Direct","Desktop"
"aeefdb10","BR","LATAM","Direct","Desktop"
"c5dad244","US","NA","Direct","Desktop"
"fd0aee35","US","NA","Direct","Mobile"
"8c42cc0b","US","NA","Direct","Desktop"
"947b0d0e","US","NA","Email","Mobile"
"f32fb5bd","DE","EMEA","Direct","Desktop"
"46139559","US","NA","Email","Mobile"
"061144f2","PK","APAC","Direct","Desktop"
"08365ace","GB","EMEA","Direct","Desktop"
"0b61c02c","US","NA","Email","Mobile"
"51adafbd","US","NA","Direct","Desktop"
"8bb439d2","ES","EMEA","Direct","Desktop"
"b7dfd944","US","NA","Direct","Desktop"
"e72ac659","AR","LATAM","Direct","Desktop"
"126938ed","US","NA","Direct","Desktop"
"23b31339","US","NA","Email","Mobile"
"351b04ce","SE","EMEA","Direct","Desktop"
"37c7e90e","US","NA","Direct","Mobile"
"627522cf","US","NA","Email","Mobile"
"75162d74","US","NA","Direct","Desktop"
"7cf1028a","RU","APAC","Direct","Desktop"
"90012f34","MX","LATAM","Direct","Desktop"
"be0ce2fc","DE","EMEA","Affiliate","Unknown"
"be0ce2fc","DE","EMEA","Affiliate","Unknown"
"cb67965e","IE","EMEA","Direct","Desktop"
"16813b79","US","NA","Direct","Desktop"
"5ba4bbde","US","NA","Direct","Desktop"
"5ba4bbde","US","NA","Direct","Desktop"
"74dd5b84","CA","NA","Direct","Mobile"
"751227b0","GB","EMEA","Direct","Desktop"
"77c0353d","CA","NA","Direct","Desktop"
"1102901c","RU","APAC","Direct","Desktop"
"2c76c87e","US","NA","Direct","Desktop"
"3d691d90","CA","NA","Direct","Desktop"
